SORTED	LEFT	MATCH	RIGHT	ID
ulimwengu was announced.	... Kambona were picked up and at the same time as the	closure of	Ulimwengu was announced.	CDU.s1297
university		Closure of	university	HKT.s1786
university		Closure of	university	HKV.s2519
university		Closure of	university	HL6.s364
university following " death sentence "		Closure of	university following " death sentence "	HLK.s1166
unprofitable state concerns		Closure of	unprofitable state concerns	HLJ.s2103
unregulated waste dumps, and a plastics, glass and...	... the launch of a nationwide eco-labelling scheme, the	closure of	unregulated waste dumps, and a plastics, glass and...	J3J.s471
up to one in five pharmacists in cheshire.	... will adversely affect and could even lead to	closure of	up to one in five pharmacists in Cheshire.	K4H.s46
uranium mines		Closure of	uranium mines	HLN.s1543
us bases in the philippines [ see p. 38677 ] would "...	... Singapore and other " friends " that the eventual	closure of	US bases in the Philippines [ see p. 38677 ] would "...	HLF.s1522
us military bases in the philippines.	... level of US military support resulting from the	closure of	US military bases in the Philippines.	HLP.s1248
us naval base		Closure of	US naval base	HLP.s1260
us-spanish bases as staging posts to the gulf; 3,500...	... km from Madrid to the Torrejón air base demanding the	closure of	US-Spanish bases as staging posts to the Gulf; 3,500...	HL4.s429
usm		Closure of	USM	CBU.s3423
village school, but this objection was apparently...	... to the community " likely to be brought about by the	closure of	Village school, but this objection was apparently...	BMP.s485
village school.	... community which would have been most affected by the	closure of	Village School.	BMP.s500
village school.	Next, they considered the possible	closure of	Village school.	BMP.s447
village schools can often trigger a rapid decline in...	Elsewhere, it has been shown that the	closure of	village schools can often trigger a rapid decline in...	FB2.s393
wadeville ( l to r ): john brooks, john smith, john...	At the	closure of	Wadeville ( l to r ): John Brooks, John Smith, John...	HP8.s409
was strongly opposed but it was a mystery to all of us...	... least have to recognise, they could n't fix that the	closure of	was strongly opposed but it was a mystery to all of us...	JJA.s389
whaddon family centre and the elmfield family centre...	... Shire Hall in Gloucester in response to the possible	closure of	Whaddon Family Centre and the Elmfield Family Centre...	K26.s630
which was formally announced last week, at the same...	... Digital Equipment Corp 's Galway plant in Ireland, the	closure of	which was formally announced last week, at the same...	CNM.s167
whole plants.	... to a slim-down of manufacturing industry but to the	closure of	whole plants.	FAF.s949
winterton hospital were no doubt shocked to learn...	... a significant effect on South West Durham with the	closure of	Winterton Hospital were no doubt shocked to learn...	K54.s3310
woodhead as a through route, the sheffield to...	After	closure of	Woodhead as a through route, the Sheffield to...	AMR.s407
woodhead to passengers in 1970, the route continued to...	After	closure of	Woodhead to passengers in 1970, the route continued to...	AMR.s533
woodhead was a late afternoon tinsley-dewsnap working,...	... only a handful of mixed freights which survived until	closure of	Woodhead was a late afternoon Tinsley-Dewsnap working,...	AMR.s394
woodhead, diversions were commonplace on sundays.	... Hope Valley services in the early 1980 's and prior to	closure of	Woodhead, diversions were commonplace on Sundays.	AMR.s591
woodhead, the class 76's were simply shut down one by...	Upon	closure of	Woodhead, the class 76's were simply shut down one by...	AMR.s524
woolmer road.	... of six days a year the MoD would still require the	closure of	Woolmer Road.	B03.s420
your club —	The tragic	closure of	your club —	CAJ.s1853
your tessa all interest is treated as interest for the...	In the event of early	closure of	your TESSA all interest is treated as interest for the...	B27.s451
your tessa, in which event midland will transfer the...	... of deposits may be made prior to maturity, save by	closure of	your TESSA, in which event Midland will transfer the...	B27.s454
