SORTED	LEFT	MATCH	RIGHT	ID
very confident that his custodian would get to the...	... in from the blind side almost catching Papanathan and	he was	very confident that his custodian would get to the...	ICE-SGP:S2A-008:65:1:A
very conscientious 	Oh I see [.] And he was	he was	very conscientious [.] He he he perform his duty very well h...	ICE-HKG:S1A-049:X402:1:Z
very conscious of being even-handed to both...	...lfast was that he was terribly even-handed up there also [.]	He was	very conscious of being even-handed to both...	ICE-IRL:S2A-017:A
very conscious of the fact that he could be left...	...did get back in time and he did play the ball safely [.] but	he was	very conscious of the fact that he could be left...	ICE-NZL:S2A-003:96:1:I
very dark skinned and all i could see was the eyes...	...ross a crowded room [.] I mean #,,# he was from Barbados and	he was	very dark skinned and all I could see was the eyes...	ICE-GBR:S1B-049:132:1:B
very did all the fire and brimstone sermons every now...	... one a bit like that [.] He was n't quite as bad as that but	he was	very did all the fire and brimstone sermons every now...	ICE-GBR:S1A-084:182:1:A
very exact 	and he went through his very exact [.]	He was	very exact [.] He was uh masterly at it #,,# and he said uhm...	ICE-GBR:S1A-094:297:1:A
very fond of birds, especially the singing ones. 	... oblivious of their morning salutations although	he was	very fond of birds, especially the singing ones. [.] As he s...	ICE-SGP:W2F-010:6:1
very fond of company over cup of tea he used to...	... lawyer and then a judge <,> and it was his passtime <,> [.]	He was	very fond of company over cup of tea he used to...	ICE-IND:S2A-022:132:1:A
very fractious in there and uh reared and he was...	... he did n't really behave as well inside the barrier	he was	very fractious in there and uh reared and he was...	ICE-HKG:S2A-017:106:1:C
very friendly <,> he licks me all <{#> <[#> around...	... of it <{#> <[#> <,> [.] Yeah </[<#> because he <,> I I mean	he <,> was	very friendly <,> he licks me all <{#> <[#> around...	ICE-HKG:S1A-068:24:1:A
very friendly but <,> i was n't very <,> use to it...	... face <,> my face and my arms <{#> <[#> yeah </[<#> #..# [.]	He was	very friendly but <,> I was n't very <,> use to it...	ICE-HKG:S1A-068:26:1:A
very gentle, he was also a hitting sort of man. 	...so as not to hit me. [.] That was the other thing  although	he was	very gentle, he was also a hitting sort of man. [.] He would...	ICE-JAM:W2F-007:29:1
very good <,> the fella who played the lead 	<[> Mhm </[> </{> [.] He was <,>	he was	very good <,> the fella who played the lead [.] The the Dann...	ICE-IRL:S1A-012:A
very good at hitting them can be committed for it 	...he defendant [.] He testified that he liked his job <,> that	he was	very good at hitting them can be committed for it [.] <?> As...	ICE-JAM:S2A-070:12:1:A
very good in mrs doubtfire 	Oh he 's very good [.] I mean	he was	very good in Mrs Doubtfire [.] <{> <[> Ya </[>	ICE-CAN:S1A-035:180:1:B
very good with the gee-gees <,> st leger #..# <,,> 	I did indeed yeah [.] Uhm <,> #...# the races and	he was	very good with the gee-gees <,> St Leger #..# <,,> [.] To be...	ICE-IRL:S2A-050:A
very handsome. 	...; he had a latin-lover look like an old-time movie star. [.]	He was	very handsome. [.] She thought him too handsome.	ICE-JAM:W2F-001:7:1
very happy and #..# proud to be called  ` man - - <}>...	Man & progress walked hand in hand. [.]	He was	very happy and #..# proud to be called  ` Man - - <}>...	ICE-IND:W1A-002:65:2
very happy and convinced <,,> and he gave us couple of...	...alf rupee ghuch <,> that 's all <,> was given to him <,> [.]	He was	very happy and convinced <,,> and he gave us couple of...	ICE-IND:S2A-044:149:1:A
very happy that thurles was <}> <+> reinforcing </+>...	...the whole approach to the development was very positive. [.]	He was	very happy that Thurles was <}> <+> reinforcing </+>...	ICE-IRL:W2C-020:A
very happy to see me again. 	...go I met a minister whom I had taught many years before. [.]	He was	very happy to see me again. [.] After all, he had enjoyed my...	ICE-JAM:W2E-006:67:2
very happy with the week's returns so far - and he...	.... [.] Racecourse manager John Moloney said this morning that	he was	very happy with the week's returns so far - and he...	ICE-IRL:W2C-018:B
very heavily punted good chance he 's going to return...	...o two ten one they finish we await the final pay out <,> [.]	he was	very heavily punted Good Chance he 's going to return...	ICE-HKG:S2A-007:55:1:A
very hungry or something <,> <{> <[> must be <,> he...	...us [.] He just put his head down and he was walking might be	he was	very hungry or something <,> <{> <[> must be <,> he...	ICE-IND:S1A-098:341:1:A
very i can say that he was very viva <{> <[> <,> </[>...	... it was and yes a lot of eating drinking and laughing [.] So	he was	very I can say that he was very viva <{> <[> <,> </[>...	ICE-PHL:S1A-010:245:1:A
very impressive when he won first up for tony cruz...	...ountry Dragon has come into the paddock here tonight <,> [.]	He was	very impressive when he won first up for Tony Cruz...	ICE-HKG:S2A-014:29:1:C
very intelligent and it still was n't enough 	...asic things on a computer but it was n't enough #,,# [.] And	he was	very intelligent and it still was n't enough [.] So I think ...	ICE-GBR:S1A-005:190:1:A
very intelligent he was also quite humble about...	... he also for his for a man of his stature his brains	he was	very intelligent he was also quite humble about...	ICE-PHL:S1A-009:188:1:B
very into working out and all that <,> he said a good...	... supposedly <,,> like when I was with <@> Johnny </@>	he <,> was	very into working out and all that <,> he said a good...	ICE-CAN:S1A-027:55:1:C
very lean personality #...# as if you dissecting you...	He was there <,> [.] So	he was	very lean personality #...# as if you dissecting you...	ICE-IND:S1A-017:38:1:A
very little<{#><[#><,></[<#> 	...</[<#> it go on [.] And he 's always been like that#..# from	he was	very little<{#><[#><,></[<#> [.] <@> Andrea</@> now <@> Andr...	ICE-JAM:S1A-041:209:1:A
very mad at himself for <}> <=> not </=> </}> stopping...	<[> #...# </[> </{> [.] Like and afterwards	he was	very mad at himself for <}> <=> not </=> </}> stopping...	ICE-CAN:S1A-025:106:1:A
very meticulous and systematic in his ironing so that...	Even the slightest crease would upset him. [.]	He was	very meticulous and systematic in his ironing so that...	ICE-SGP:W2F-010:30:1
very much attached to hare krishna mission, if my...	...ut he loved India and had I think bought a flat in Juhu. [.]	He was	very much attached to Hare Krishna mission, if my...	ICE-IND:W1B-006:45:1
very much cooperative and went to the receptionist...	...oming in his office <{#> <[#> you know so</[<#> [.] You know	he was	very much cooperative and went to the receptionist...	ICE-JAM:S1A-094:86:1:B
very much involved in the original planning for the...	...te's Junior Centres on East Street and at Half-Way-Tree. [.]	He was	very much involved in the original planning for the...	ICE-JAM:W2B-023:37:1
very much present at the time <,> 	... the evidence of P W number four was also there that	he was	very much present at the time <,> [.] Who <,> ?	ICE-IND:S2A-066:35:1:A
very nice 	... Goatly today because I uhm missed his lecture on Friday [.]	He was	very nice [.] He uhm of course he could n't spend two hours ...	ICE-SGP:S1A-059:2:1:A
very nice and did stop and never started again that...	...top about 12:30 because there was going to be a wedding. [.]	He was	very nice and did stop and never started again that...	ICE-USA:W1B-011:20:1
very nice and he and i had coffee together that a.m. -...	Now a little human interest on the best man. [.]	He was	very nice and he and I had coffee together that a.m. -...	ICE-USA:W1B-011:12:1
very nice to me know 	... Hee Ya was Ee Ming was very nice he he talked to me	he was	very nice to me know [.] Can drink	ICE-SGP:S1A-065:163:2:F
very nice to me. 	...too pig-headed to apologies. [.] After the matter blew over,	he was	very nice to me. [.] I think it is because of Stuart hate pe...	ICE-SGP:W1B-015:34:1
very nonchalant lah so all the better lah it 's not...	Do another topic [.]	He was	very nonchalant lah so all the better lah it 's not...	ICE-SGP:S1A-068:215:2:D
very open about it he was n't shy 	He really showed his emotions for you [.] Yes like	he was	very open about it he was n't shy [.] There is no pride in h...	ICE-PHL:S1A-019:216:1:B
very patronising the way he asked it 	It does n't have [.] And	he was	very patronising the way he asked it [.] I mean if you do it...	ICE-SGP:S1A-046:253:1:B
very pleased to have visitors. 	We met up with <@>Tony</@>'s Vincent contact. [.]	He was	very pleased to have visitors. [.] His wife, Lillian, is Jap...	ICE-NZL:W1B-003:230:1
very polite 	he did n't seem aggressive <,,> #..# [.]	he was	very polite [.] and obviously concerned about his daughter	ICE-NZL:S1B-069:253:2:R
very popular on </[> radio foyle which was londonderry 	The Northern Ireland public do n't like him [.] Yes <{> <[>	he was	very popular on </[> Radio Foyle which was Londonderry [.] <...	ICE-IRL:S1A-034:C
very positive  #...# 	They started to confer amongst themselves. [.]  " But	he was	very positive  #...# [.] I really do n't know how  #...# "  ...	ICE-IND:W2F-013:85:1
very proswedish <,> 	...ased because most of his schooling was done in sweden [.] so	he was	very proswedish <,> [.] because he said it 's the system he ...	ICE-NZL:S1B-018:41:1:L
very proud of his home brew. 	Stanley was furious. [.]	He was	very proud of his home brew. [.] Denby gave her a kiss while...	ICE-NZL:W2F-013:142:1
very quiet 	... chow knew about the police um being contacted because	he was	very quiet [.] and i mean everything just really calmed down...	ICE-NZL:S1B-069:144:1:P
very quiet in the class and generally speaking fives...	... books and he was studying law while he was in there [.] And	he was	very quiet in the class and generally speaking fives...	ICE-IRL:S2A-024:A
very religious," charles says, " but i rebelled...	...I ask to know more. [.] " My father wanted me to be a rabbi;	he was	very religious," Charles says, " But I rebelled...	ICE-USA:W2B-012:91:1
very reluctant to speak of it." 	I managed with great difficulty to get it out of him. [.]	He was	very reluctant to speak of it." [.] Ramesh was silent for a ...	ICE-IND:W2F-016:100:1
very reluctant to talk about personal matters. 	...nd it was a weak sort of applause and both sides got it. [.]	He was	very reluctant to talk about personal matters. [.] After the...	ICE-IRL:W2C-0131:A
very slight 	Oh he was [.] And	he was	very slight [.] Yeah	ICE-GBR:S1A-044:378:1:A
very sorry <,> that uhm <,> this tumour had uh...	... Dr Carter who came up <,> and he <,> said that	he was	very sorry <,> that uhm <,> this tumour had uh...	ICE-IRL:S2A-021:A
very sympathetic to what harold barlow was doing in...	His interest was not #,,# particularly in research [.] but	he was	very sympathetic to what Harold Barlow was doing in...	ICE-GBR:S2A-041:22:1:A
very tanned. 	...tas across to Christchurch from Johannesburg via Sydney. [.]	He was	very tanned. [.] His hair was long.	ICE-NZL:W2F-003:117:1
very thin but strong), standing over the fallen mundo...	... he saw Mon, the " man-of-bones " ( so-called because	he was	very thin but strong), standing over the fallen Mundo...	ICE-PHL:W2F-012:74:1
very tired . 	His shots were off . [.] And	he was	very tired . [.] This sign showed in the end of the regular ...	ICE-HKG:W1B-009:128:4
very uhm <,> very slightly made up and that but he 'd...	.../.> that comedian [.] You do n't see him so much now <,> but	he was	very uhm <,> very slightly made up and that but he 'd...	ICE-IRL:S1A-033:C
very upset <,> with the fact that he was in this...	... aquarium I had to put him in the little bowl <,> and	he was	very upset <,> with the fact that he was in this...	ICE-CAN:S1A-059:239:2:B
very very blond 	... a clearer look at it [.] I thought actually when he came on	he was	very very blond [.] but in fact he's more ginger-haired than...	ICE-GBR:S2A-017:7:1:A
very very reckless </=> </}> 	A horseback riding accident [.] <}> <=>	he was	very very reckless </=> </}> [.] He was racing with his girl...	ICE-CAN:S1A-051:80:1:B
very very upset 	... the ball earlier and Singapore would have scored and	he was	very very upset [.] He wanted to go for the referee but one ...	ICE-SGP:S2A-004:93:1:A
very viva <{> <[> <,> </[> person 	...ting drinking and laughing [.] So he was very I can say that	he was	very viva <{> <[> <,> </[> person [.] He enjoyed a lot <,> u...	ICE-PHL:S1A-010:245:1:A
very wise indeed to say <,,> #..# i reckon <,,> 	mm #..# [.] which	he was	very wise indeed to say <,,> #..# i reckon <,,> [.] there he...	ICE-NZL:S1A-076:54:1:E
very you know proud that i actually <}> <=> got myself...	...from the <{#> <[#> opposite</[<#> #...# party [.] However uh	he was	very you know proud that I actually <}> <=> got myself...	ICE-JAM:S1A-081:152:1:B
very young 	... Riel was trying to hang on to a very volatile situation [.]	He was	very young [.] He could have lost control of the Métis at an...	ICE-CAN:S1B-008:113:1:A
very young and uhm <,> basically he was left...	No this poor man was dragged out of the Liffey [.]	He was	very young and uhm <,> basically he was left...	ICE-IRL:S1A-078:B
vicious <}> <=> in his rehearsing</=></}> 	...></}> is that the claimant was rehearsing [.] He was enraged	he was	vicious <}> <=> in his rehearsing</=></}> [.] <}> <=> My Lor...	ICE-JAM:S2A-069:84:1:A
victorious was in march of the year two thousand <,>...	... Danny Beasley <,> and Little Big John the last time	he was	victorious was in March of the year two thousand <,>...	ICE-HKG:S2A-004:47:1:A
violent 	... that person was delusional <,> nothing to indicate	he was	violent [.] <@> Herbert </@> concludes pressure or compressi...	ICE-CAN:S2B-014:25:1:D
violent #,,# 	What [.] You mean	he was	violent #,,# [.] I knew he could be #,,#	ICE-GBR:S1B-049:193:1:A
virtually travelling around the world at what seemed...	...omewhere in Europe, then back to the US again. [.] In short,	he was	virtually travelling around the world at what seemed...	ICE-PHL:W2B-040:16:1
virtually unique in in not only british prime...	...ch he's had in mind for a very long time [.] In that respect	he was	virtually unique in in not only British Prime...	ICE-GBR:S1B-040:118:1:C
virtually unknown as far as the national programme is...	...r <}> <=> from</=></}> Westmoreland [.] Up to<,> a month ago	he was	virtually unknown as far as the national programme is...	ICE-JAM:S2A-015:20:1:A
virtually unstoppable <,> winning <,,> four out of the...	... morning in the <,> second session of the match <,>	he was	virtually unstoppable <,> winning <,,> four out of the...	ICE-IND:S2A-002:7:1:A
visiting in this house in seskin park avenue and uh...	...u could n't be <,> and his friends were from Lisburn [.] And	he was	visiting in this house in Seskin Park Avenue and uh...	ICE-IRL:S1A-008:C
visiting this night, the local lads set to with...	... verandah posts and in through her bedroom window. [.] While	he was	visiting this night, the local lads set to with...	ICE-NZL:W2B-004:96:1
voted as chairman by board members appointed by the...	... of the latter 's alleged Palace connection but because	he was	voted as chairman by board members appointed by the...	ICE-PHL:W2C-013:117:4
voted the most uh one of the greatest managers in the...	.../=></}> a stint at uhm his stint at#..# General Electric [.]	He was	voted the most uh one of the greatest managers in the...	ICE-JAM:S1A-077:170:1:B
voted uhm <,> champion of the year <,> two years ago...	...boxing a few times <,> and of course Irish Senior Boxing [.]	He was	voted uhm <,> Champion of the Year <,> two years ago...	ICE-IRL:S2A-012:A
wading <,> in the hideous muck of the city all...	...d bulged ominously between their horizontal braces <,,> [.]	He was	wading <,> in the hideous muck of the city all...	ICE-CAN:S2B-049:86:2:A
waiting for his liposuction operation boom 	They got him at at the doctor 's office [.]	He was	waiting for his liposuction operation boom [.] #...# Okay	ICE-PHL:S1B-037:117:1:B
waiting for me to ring 	...he was just about to have his first mouthful when i rang [.]	he was	waiting for me to ring [.] he 's so sweet	ICE-NZL:S1A-013:45:1:E
waiting for me. 	You and half the factory! [.] Well	he was	waiting for me. [.] He 's my brother Sean and he wants a wor...	ICE-IRL:W2F-009:A
waiting for. 	... she had been giving him some thought and wondering who	he was	waiting for. [.] "Who do you think he 's waiting for?"  she ...	ICE-IRL:W2F-009:A
waiting for. 	Mr Blair's secretary? [.] Yes, it must be Miss Maynard	he was	waiting for. [.] She was the only one May could picture him ...	ICE-IRL:W2F-009:A
waiting on it <,,> 	...,> but uh <,> Holder placing the ball to perfection <,,> [.]	He was	waiting on it <,,> [.] And at the very last minute tabbing i...	ICE-IND:S2A-009:154:1:E
waiting to cross the fucking lights as well 	...w him and I thought I ca n't be arsed talking to you [.] But	he was	waiting to cross the fucking lights as well [.] So I was sta...	ICE-IRL:S1A-020:D
walking about through it 	Huh [.] Cathal says	he was	walking about through it [.] Says aye you were silly	ICE-IRL:S1A-023:D
walking alone in some sort of a desert. 	... vast plain, and he came upon it without any warning as	he was	walking alone in some sort of a desert. [.] He looked around...	ICE-IND:W2F-016:8:1
walking might be he was very hungry or something <,>...	...m but he was very cautious [.] He just put his head down and	he was	walking might be he was very hungry or something <,>...	ICE-IND:S1A-098:341:1:A
walking the dog. 	...n ask any friends. [.] He lives in Quincy and met Jack while	he was	walking the dog. [.] The picture of Jack in the shirt and ti...	ICE-USA:W1B-011:13:1
walking to his car one day, it crossed his mind that...	...ime to taking his newly-wed wife out in his Jaguar. [.] When	he was	walking to his car one day, it crossed his mind that...	ICE-SGP:W2F-017:133:2
walking towards your home 	...ead in his hand and something else in the other hand <,> [.]	He was	walking towards your home [.] <[> Must be </[> </{>	ICE-IND:S1A-098:342:1:A
wandering <,,> in search of truth <,,> search of...	...> that realisation came to him <,,> [.] In the meantime <,,>	he was	wandering <,,> in search of truth <,,> search of...	ICE-IND:S2A-043:86:1:A
warded 	...ination in this hand [.] Or what was he suffering from while	he was	warded [.] Or is it just a brain contusion	ICE-SGP:S1B-063:133:1:C
warded because i would have been in charge of a very...	...n [.] My Lord I do not recall what my observations were when	he was	warded because I would have been in charge of a very...	ICE-SGP:S1B-063:135:1:B
warded doctor 	Yes [.] Now what were your observations while	he was	warded doctor [.] I mean was there any in co-ordination in t...	ICE-SGP:S1B-063:131:1:C
warming up with his father on the outside courts <,,> 	...,> [.] He put them on almost about an hour and half back and	he was	warming up with his father on the outside courts <,,> [.] Tr...	ICE-IND:S2A-004:45:1:B
warned in england at lord's running on the pitch 	...ith the batsman's leg stump at the other end [.] That 's why	he was	warned in England at Lord's running on the pitch [.] That 's...	ICE-JAM:S2A-005:100:1:B
was a man <,> who could get on well with the king 	... is something to bear in mind <,> in general <,> what	he was	was a man <,> who could get on well with the king [.] Since ...	ICE-IRL:S2A-050:A
was just that #...# just on beer just that written eh...	...ognise me he had no idea who i was or <{><[>anything</[> [.]	he was	was just that #...# just on beer just that written eh...	ICE-NZL:S1A-047:307:1:B
was n't he still a high brown #...# establishment...	... years to do so<,> however liberal and progressive	he was	was n't he still a high brown #...# establishment...	ICE-JAM:S2B-022:36:1:A
was off track because uhm nigel rang and asked said...	...kind of [.] Now today he did n't <,> because now he today he	he was	was off track because uhm Nigel rang and asked said...	ICE-IRL:S1A-049:A
washing his only pair of underwear , he studied his...	...t clothes and finished showering in four minutes . [.] While	he was	washing his only pair of underwear , he studied his...	ICE-HKG:W2F-013:82:3
watching  with typical chinese inscrutability  the...	... the little elevated cubicle that served as his office,	he was	watching  with typical Chinese inscrutability  the...	ICE-JAM:W2F-011:136:2
watching her being destroyed right in front of him . 	...ed expression , like a soul peering out of the inferno . [.]	He was	watching her being destroyed right in front of him . [.] He ...	ICE-GBR:W2F-012:119:1
watching sha for a reaction, hal noticed. 	...o in a drawly voice that was supposed to sound innocent. [.]	He was	watching Sha for a reaction, Hal noticed. [.] 'So I think th...	ICE-NZL:W2F-017:146:1
waving little brother was waving at me	Sharp eyes you 've got [.] When I was looking back	he was	waving Little brother was waving at me	ICE-SGP:S1A-008:X369:1:C
way up before his opponent 	...Malek Kawak [.] You would n't expect him to win that one but	he was	way up before his opponent [.] Matu Simbowi	ICE-SGP:S2A-009:101:1:A
way up by three or four seconds 	... the start of the race [.] he went in front and at one stage	he was	way up by three or four seconds [.] and then westwood starte...	ICE-NZL:S2A-009:171:1:B
weaker you know his spirit i mean 	... about his attitude you know [.] Was he <,> did he feel that	he was	weaker you know his spirit I mean [.] It made him go	ICE-PHL:S1A-010:163:1:A
wearing <,,> that check shirt which is article seven...	Yes [.]	He was	wearing <,,> that check shirt which is article seven...	ICE-IND:S2A-068:99:1:A
wearing a long grey jacket, black pants, black and...	...rown moustache and shoulder-length, straight brown hair. [.]	He was	wearing a long grey jacket, black pants, black and...	ICE-CAN:W2C-015:70:4
wearing a mask and #...# #..# 	#..# [.] I think it was because	he was	wearing a mask and #...# #..# [.] You really ca n't con #......	ICE-GBR:S1A-091:137:1:B
wearing a pair of huge white boxing gloves on his...	...ctation. [.] And those sneakers, padded up so it looked like	he was	wearing a pair of huge white boxing gloves on his...	ICE-NZL:W2F-017:163:1
wearing a turban <,> he was wearing a turban and he...	...hi and I was wondering there was this man standing there [.]	He was	wearing a turban <,> he was wearing a turban and he...	ICE-PHL:S1A-088:15:1:A
wearing a turban and he said <,> come and ride with me...	... was this man standing there [.] He was wearing a turban <,>	he was	wearing a turban and he said <,> come and ride with me...	ICE-PHL:S1A-088:15:1:A
wearing a wig 	... impressed at all and she was insist she insisted that	he was	wearing a wig [.] You ca n't for the life of him be real you...	ICE-SGP:S1A-047:66:1:B
wearing dark bluish colour t-shirt and a pair of black...	Black hair of ordinary length <,> [.]	He was	wearing dark bluish colour t-shirt and a pair of black...	ICE-HKG:S2A-062:75:1:A
wearing jeans and a tracksuit top . 	...d 25 , under six foot , of medium build with dark hair . [.]	He was	wearing jeans and a tracksuit top . [.] " We desperately nee...	ICE-GBR:W2C-020:86:4
wearing jeans um and a denim sort of jeans type...	do you recall what mister sandy #..# was wearing [.]	he was	wearing jeans um and a denim sort of jeans type...	ICE-NZL:S1B-064:198:2:A
wearing on the twenty-seventh <,> when he was on duty...	... his person was <,> A <,,> one is <,> this shirt which	he was	wearing on the twenty-seventh <,> when he was on duty...	ICE-IND:S2A-068:190:1:A
wearing pink jeans right 	...s pure ponce actually <,> in uh in Trinity the other day [.]	He was	wearing pink jeans right [.] Big huge baggy thing and he was...	ICE-IRL:S1A-090:B
wearing that i 'd given him for his christmas before...	...s standing by my side [.] And she actually described the tie	he was	wearing that I 'd given him for his Christmas before...	ICE-GBR:S1B-026:16:1:B
wearing that shirt <,,> the blood of the deceased has...	... group A <,,> since he was not injured <,,> and since	he was	wearing that shirt <,,> the blood of the deceased has...	ICE-IND:S2A-068:167:1:A
wearing this china t-shirt with uhm made in china...	...y women in my whole life [.] He 's about forty years old and	he was	wearing this China T-shirt with uhm made in China...	ICE-SGP:S2A-032:84:1:A
wearing. 	... face, an action which released the very loud cologne	he was	wearing. [.] " I meant," he said, barely hanging onto his pa...	ICE-CAN:W2F-020:82:1
weird because <,> he was like what you mentioned a...	I 'll get back <,> at you later [.] Okay so <,> the Prince	he was	weird because <,> he was like what you mentioned a...	ICE-PHL:S1A-046:216:1:B
welcome , as were all hubert's friends , to collect...	He could spend the night at Pengappah . [.]	He was	welcome , as were all Hubert's friends , to collect...	ICE-GBR:W2F-018:25:1
welcomed by his uncle, albert tay, a gaunt man with an...	...low in the western sector of the island. [.] Arriving there,	he was	welcomed by his uncle, Albert Tay, a gaunt man with an...	ICE-SGP:W2F-017:137:2
well , and asked how justin knew the club we were in . 	...Do n't suppose you see much of him these days . " [.] I said	he was	well , and asked how Justin knew the club we were in . [.] "...	ICE-GBR:W2F-014:70:1
well and truly beaten <,> 	... 1650 metres <,> [.] that first run was on a soft track when	he was	well and truly beaten <,> [.] so seventeen hundred and seven...	ICE-HKG:S2A-008:16:1:C
well away. 	The vicar drained his Scotch. [.] By this time	he was	well away. [.] 'When I think about God, I always think of Hi...	ICE-NZL:W2F-007:225:1
well beaten <,> 	... first race start he was heavy like he is tonight and	he was	well beaten <,> [.] Yes and amazing to think he 's heavy bec...	ICE-HKG:S2A-008:20:1:C
well placed in one of their sheffield steelworks . 	...eye on the boy ; [.] when he won a good degree they saw that	he was	well placed in one of their Sheffield steelworks . [.] The s...	ICE-GBR:W2F-017:43:1
well placed to adjudicate <,,> #..# 	... without the touch but the referee called the touch and	he was	well placed to adjudicate <,,> #..# [.] so new zealand with ...	ICE-NZL:S2A-013:159:1:K
well prepared and assured me that the troops were well...	Uh he was confident of what was to come [.]	He was	well prepared and assured me that the troops were well...	ICE-GBR:S2B-014:37:1:B
well received. 	... during October giving seminars and from all accounts	he was	well received. [.] Over the summer - in name if not in weath...	ICE-NZL:W1B-006:38:1
well supported but he 's paid fifty three dollars a...	...y nine fifty and sixty nine dollars <,> [.] eight Baron King	he was	well supported but he 's paid fifty three dollars a...	ICE-HKG:S2A-019:87:1:A
well supported late <,> 	... here at Macau here at fifty dollars fifty the win	he was	well supported late <,> [.] twenty nine dollars the place <,...	ICE-HKG:S2A-015:79:1:A
well-educated, well-informed, articulate, yet...	People saw in Rodney qualities they admired. [.]	He was	well-educated, well-informed, articulate, yet...	ICE-JAM:W2A-019:19:1
well-off financially and kind towards her. 	... the guy before marriage, all she hoped for was that	he was	well-off financially and kind towards her. [.] Compared to t...	ICE-SGP:W1A-010:71:1
well-positioned</[<#> 	<{#> <[#> Luckily</[<#> for him [.] <{#> <[#>	He was	well-positioned</[<#> [.] <[#> Beautiful</[<#></{#>	ICE-JAM:S2A-009:X255:1:A
wellington provincial champion 	...ung fellow in our club sammy jones [.] when he was seventeen	he was	wellington provincial champion [.] now <{><[>he 's</[> a ter...	ICE-NZL:S1A-049:23:1:M
welsh and he was constantly <,> um fronting with this...	mainly because he <,,> he 's er [.]	he was	welsh and he was constantly <,> um fronting with this...	ICE-NZL:S1B-048:29:1:K
what does that have <}> <,> <=> to do </=> </}> with...	No no he was n't <,> [.] But even if	he was	what does that have <}> <,> <=> to do </=> </}> with...	ICE-CAN:S1B-040:135:1:A
when he led saints to their last league finals in 1989. 	... is another year older and a little less limber than	he was	when he led Saints to their last league finals in 1989. [.] ...	ICE-NZL:W2C-003:34:2
when he told families whose children had lesch-nyhan...	...n in boys. [.] Wilson vividly recalls how ex cited and happy	he was	when he told families whose children had Lesch-Nyhan...	ICE-CAN:W2B-025:82:1
when he was prime minister and i was still at high...	... #...# </[<#></{#> yes well i <.>r</.> i remember when	he was	when he was prime minister and i was still at high...	ICE-NZL:S1A-027:225:1:L
when i first started in the class 	... negative feelings there anymore #..# on unlike the way	he was	when i first started in the class [.] now mark just you know...	ICE-NZL:S1A-086:109:1:A
when she became the c i d #..# commissioner <,> he did...	... aside from being good in his uh position because when	he was	when she became the C I D #..# Commissioner <,> he did...	ICE-PHL:S1A-021:54:1:A
when she first met him, the playboy son of the general...	The face of a fish. [.] She recalls how dashing	he was	when she first met him, the playboy son of the general...	ICE-PHL:W2F-006:20:1
when what age you were when he left and 	... uh if you could just remind me for example what age	he was	when what age you were when he left and [.] ca n't remember	ICE-GBR:S1A-072:45:1:A
where he had to be. 	... with more certainty than he had ever felt before, that	he was	where he had to be. [.] One morning, having risen earlier th...	ICE-PHL:W2F-001:95:1
white 	... said to my friend look I think I want to leave now and	he was	white [.] Then I went up I said what the hell was going on b...	ICE-SGP:S1A-034:94:1:A
white; he knew god  they reasoned. 	... the real story, the congrega tion stood fast:	he was	white; he knew God  they reasoned. [.] Poor devils.	ICE-JAM:W2F-013:86:1
whizzing around with all this dosh 	... pounds from you and he had twenty pounds from Mike so	he was	whizzing around with all this dosh [.] <[#> Hmm </[<#> </{#>...	ICE-IRL:S1A-096:A
widely seen to play a backstage role as one of the...	... Chinese People 's Political Consultative Conference [.] But	he was	widely seen to play a backstage role as one of the...	ICE-HKG:S2B-005:73:2:B
widely versed and #,,# uh certainly by egyptian...	...thirty at the age of twenty-three #,,# [.] By then of course	he was	widely versed and #,,# uh certainly by Egyptian...	ICE-GBR:S2A-026:14:1:A
willing to be questioned on the substance of the...	... Democrats pressed Mr Russell on whether or not	he was	willing to be questioned on the substance of the...	ICE-IRL:S1B-067:X
willing to conceive of the reality of human nature as...	... his supernatural poems offer some evidence that	he was	willing to conceive of the reality of human nature as...	ICE-GBR:W2A-003:45:1
willing to corroborate the supposed existence of plot. 	... a member of the Presidential Security Group announced	he was	willing to corroborate the supposed existence of plot. [.] I...	ICE-PHL:W2E-007:48:2
willing to do it. 	... matter to be printed in the newsletter to Mohite since	he was	willing to do it. [.] I am waiting for him to complete the w...	ICE-IND:W1B-012:81:1
willing to sacrifice himself for our community right...	...e for all <,> particularly those who have little <,> [.] And	he was	willing to sacrifice himself for our community right...	ICE-HKG:S2B-018:111:2:C
willing to shock his audiences with the uncompromising...	...ak, Neumeier, Araiz - before they became too well known. [.]	He was	willing to shock his audiences with the uncompromising...	ICE-CAN:W2B-001:38:1
willing to start hearing testimony early if the jury...	...nish some arguments ahead of schedule [.] The judge had said	he was	willing to start hearing testimony early if the jury...	ICE-CAN:S2B-003:109:2:A
wiped out a couple <{> <[> times <,> on his <?> back...	...d uh Masson was <}> <+> fighting </+> </}> for dear life [.]	He was	wiped out a couple <{> <[> times <,> on his <?> back...	ICE-CAN:S2A-013:113:1:A
with a school, no teacher arrived. 	If he had been with friends, they had dis appeared. [.] If	he was	with a school, no teacher arrived. [.] The boy was unconscio...	ICE-CAN:W2F-011:113:1
with a select group in the us planning the circuitous...	... Vicente 'Teng' Puyat told me and many others that when	he was	with a select group in the US planning the circuitous...	ICE-PHL:W2C-004:54:2
